,0_Absolute energy,0_Area under the curve,0_Autocorrelation,0_Centroid,0_ECDF Percentile Count_0,0_ECDF Percentile Count_1,0_ECDF Percentile_0,0_ECDF Percentile_1,0_ECDF Slope,0_ECDF_0,0_ECDF_1,0_ECDF_2,0_ECDF_3,0_ECDF_4,0_ECDF_5,0_ECDF_6,0_ECDF_7,0_ECDF_8,0_ECDF_9,0_Entropy,0_FFT mean coefficient_0,0_FFT mean coefficient_1,0_FFT mean coefficient_2,0_FFT mean coefficient_3,0_FFT mean coefficient_4,0_FFT mean coefficient_5,0_FFT mean coefficient_6,0_FFT mean coefficient_7,0_Fundamental frequency,0_Histogram_0,0_Histogram_1,0_Histogram_2,0_Histogram_3,0_Histogram_4,0_Histogram_5,0_Histogram_6,0_Histogram_7,0_Histogram_8,0_Histogram_9,0_Human range energy,0_Interquartile range,0_Kurtosis,0_LPCC_0,0_LPCC_1,0_LPCC_10,0_LPCC_11,0_LPCC_2,0_LPCC_3,0_LPCC_4,0_LPCC_5,0_LPCC_6,0_LPCC_7,0_LPCC_8,0_LPCC_9,0_MFCC_0,0_MFCC_1,0_MFCC_10,0_MFCC_11,0_MFCC_2,0_MFCC_3,0_MFCC_4,0_MFCC_5,0_MFCC_6,0_MFCC_7,0_MFCC_8,0_MFCC_9,0_Max,0_Max power spectrum,0_Maximum frequency,0_Mean,0_Mean absolute deviation,0_Mean absolute diff,0_Mean diff,0_Median,0_Median absolute deviation,0_Median absolute diff,0_Median diff,0_Median frequency,0_Min,0_Negative turning points,0_Neighbourhood peaks,0_Peak to peak distance,0_Positive turning points,0_Power bandwidth,0_Root mean square,0_Signal distance,0_Skewness,0_Slope,0_Spectral centroid,0_Spectral decrease,0_Spectral distance,0_Spectral entropy,0_Spectral kurtosis,0_Spectral positive turning points,0_Spectral roll-off,0_Spectral roll-on,0_Spectral skewness,0_Spectral slope,0_Spectral spread,0_Spectral variation,0_Standard deviation,0_Sum absolute diff,0_Total energy,0_Variance,0_Wavelet absolute mean_0,0_Wavelet absolute mean_1,0_Wavelet absolute mean_2,0_Wavelet absolute mean_3,0_Wavelet absolute mean_4,0_Wavelet absolute mean_5,0_Wavelet absolute mean_6,0_Wavelet absolute mean_7,0_Wavelet absolute mean_8,0_Wavelet energy_0,0_Wavelet energy_1,0_Wavelet energy_2,0_Wavelet energy_3,0_Wavelet energy_4,0_Wavelet energy_5,0_Wavelet energy_6,0_Wavelet energy_7,0_Wavelet energy_8,0_Wavelet entropy,0_Wavelet standard deviation_0,0_Wavelet standard deviation_1,0_Wavelet standard deviation_2,0_Wavelet standard deviation_3,0_Wavelet standard deviation_4,0_Wavelet standard deviation_5,0_Wavelet standard deviation_6,0_Wavelet standard deviation_7,0_Wavelet standard deviation_8,0_Wavelet variance_0,0_Wavelet variance_1,0_Wavelet variance_2,0_Wavelet variance_3,0_Wavelet variance_4,0_Wavelet variance_5,0_Wavelet variance_6,0_Wavelet variance_7,0_Wavelet variance_8,0_Zero crossing rate,depressed
0,666.0,0.865,666.0,0.060570570570570574,2.0,11.0,4.0,7.0,0.25,0.07142857142857142,0.14285714285714285,0.21428571428571427,0.2857142857142857,0.35714285714285715,0.42857142857142855,0.5,0.5714285714285714,0.6428571428571429,0.7142857142857143,0.6321097890816172,0.002253294558869224,0.021253984525467777,0.181055714128125,0.1905143993605525,0.12825210325112676,0.03514499961634162,0.06328850100910285,0.0770835931521989,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.24147106544078145,0.7297617312246596,0.5759406880648698,0.09551621680690221,0.5759406880648698,0.09551621680690221,0.4053562621112479,0.4163243630953924,0.029698383645902493,0.21529049938662487,0.029698383645902528,0.4163243630953924,0.4053562621112479,-4.105012820296129,-37.937808204694164,110.11019589755327,-49.235919998089415,-105.91974086186211,178.11023746033604,-9.392306374051534,246.36666176928549,-64.4213608706928,-31.561801753342696,30.417196128802214,-160.0754372261441,11.0,0.0481225545094909,41.66666666666667,6.571428571428571,1.5918367346938769,2.230769230769231,0.07692307692307693,6.0,1.0,2.0,0.0,0.0,4.0,2.0,0.0,7.0,3.0,42.85714285714286,6.897204402613321,34.367143196312234,1.04202390937698,-0.05274725274725293,9.344459307572299,-4.562802520200519,-327.18966304282065,0.7934577210639233,3.6389967043882083,1.0,41.66666666666667,0.0,1.3928698279217158,-0.008051420927534244,15.120680764387037,0.5867181450627104,2.094696899802168,29.0,5123.076923076923,4.387755102040815,0.6829765049928754,2.275508424967529,5.360436970177782,9.40270145293216,12.468361842559036,14.311975964169719,15.282197836001368,15.708519278834645,15.810483730887025,3.059232737614157,3.099817180584777,5.579952723778623,9.73175870184081,12.81206180695478,14.648566082077512,15.608023613943494,16.023211963397202,16.11439592002586,2.044254681857736,2.982020797465693,2.1049769502183038,1.5497057425058842,2.5092494530998324,2.947690741622549,3.1221518640226273,3.1725116918197163,3.160022735746606,3.114861162668865,8.892448036517926,4.430927960950352,2.401587888355714,6.296332817881807,8.688880708247291,9.747832262019967,10.0648304347328,9.985743690435465,9.702360062702832,0.0,True
1,636.0,0.825,636.0,0.06754716981132075,2.0,11.0,4.0,7.0,0.125,0.07142857142857142,0.14285714285714285,0.21428571428571427,0.2857142857142857,0.35714285714285715,0.42857142857142855,0.5,0.5714285714285714,0.6428571428571429,0.7142857142857143,0.6715046954648326,0.007142281931879374,0.002181366871622198,0.20389981914258518,0.06819204805074046,0.32546994121323236,0.0735302107072895,0.11122329876178573,0.09075205878850845,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,1.5137217598097497,0.1968452536302472,0.3462497492460562,0.08387823920459915,0.34624974924605634,0.08387823920459916,1.0691369312423022,0.338134244500097,0.2519668295677765,0.15140000472211576,0.2519668295677765,0.338134244500097,1.0691369312423022,-33.35964339970485,-1.899644082698998,23.821676995869886,31.370776235550547,20.843992643244576,-38.39681901704703,-33.800216738234546,5.948419917442746,287.7246166448728,96.91117261181766,-192.23429295452647,145.03483678977554,13.0,0.024250124301806505,50.0,6.285714285714286,1.8979591836734695,2.5384615384615383,0.23076923076923078,5.5,1.5,1.0,0.0,0.0,4.0,3.0,0.0,9.0,2.0,42.85714285714286,6.740072064048828,38.39130835221228,1.362553399004979,0.11428571428571414,10.986232832274428,-3.8610591523545237,-303.59929837447584,0.7880687167083841,2.943437314987149,2.0,50.0,0.0,1.1705073059885744,-0.007207080257687435,16.32323592170555,0.6785986450666108,2.4327694808466287,33.0,4892.307692307692,5.918367346938775,0.5413836322352942,2.217464612369103,5.392710621098716,9.219406847835247,12.039575724955109,13.705570502972423,14.563631191401017,14.923879082802994,14.98969841280648,2.57316552651139,4.014530283988893,6.007030724411348,9.487009739875319,12.300880775627592,13.998982584237252,14.88147642554595,15.255567883799287,15.327501263571015,2.055084796915027,2.5155684426336644,3.346536133669362,2.6463352548592582,2.237384897280241,2.521960392091066,2.85111391947607,3.0592461693906214,3.1638875737111074,3.2001931938365895,6.328084589574359,11.199304093954682,7.003090281111016,5.0058911785777145,6.360284219276123,8.128850581830198,9.358987124931192,10.010184579083557,10.241236477878031,0.0,False
2,320.0,0.42,320.0,0.08912499999999998,2.0,11.0,0.0,6.0,0.08333333333333333,0.07142857142857142,0.14285714285714285,0.21428571428571427,0.2857142857142857,0.35714285714285715,0.42857142857142855,0.5,0.5714285714285714,0.6428571428571429,0.7142857142857143,0.6339833333166622,0.013834883651488852,1.1488772569096874,0.07035409917028991,0.003916409269820859,0.1937379535196489,0.15427643472980468,0.22283525996773387,0.1608406577028511,8.333333333333334,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,5.5,-0.6265426604960243,1.6829382686914802,2.168794611754864,0.4824865425190258,2.1687946117548647,0.4824865425190258,0.2574332577675154,0.44449343668300323,0.33706060998462406,0.7057652927199858,0.3370606099846241,0.44449343668300323,0.2574332577675152,-52.47381669832538,80.64159428730265,-3.7305155906151812,98.74513645101601,104.26692246354841,-25.01074488199866,-195.60460756387326,-35.51606902133356,123.79735160218607,153.56962019830127,23.79812901384552,-66.63141667699207,11.0,0.06657502487826907,50.0,3.142857142857143,3.0408163265306127,2.4615384615384617,0.3076923076923077,2.0,2.0,1.0,0.0,8.333333333333334,0.0,3.0,0.0,11.0,2.0,42.85714285714286,4.780914437337574,38.847624603866045,0.8280281532958077,0.553846153846154,15.026310461553535,-1.0533392817697778,-187.36040345236518,0.5154243930849942,2.1654706614918,1.0,50.0,0.0,0.861476750764839,-0.005129326048343893,17.653161721979497,0.11987091216444512,3.602720060833855,32.0,2461.5384615384614,12.979591836734695,0.2311885540633029,1.0640831223084988,2.6460122876753855,4.592165578976821,6.029058366572483,6.8781569331342425,7.316251996860132,7.501356075234581,7.536898442639807,2.0702682905457546,4.089064457906626,6.26712350121597,7.407009788420488,8.09992042021965,8.485095902665499,8.639836962384583,8.642368548913497,8.552604632355157,2.1253841259038397,2.057319286671216,3.9481863240902664,5.6811491753838315,5.811695905759128,5.409174246255486,4.968682891935066,4.595567370306632,4.29187501772715,4.042549673500195,4.232562647309362,15.58817524973341,32.275455952964386,33.77580930101742,29.259166026353608,24.687809680608204,21.119239455027014,18.420191167790424,16.342207862716535,3.0,True
3,22.0,0.11000000000000001,22.0,0.09818181818181819,2.0,11.0,0.0,2.0,0.125,0.07142857142857142,0.14285714285714285,0.21428571428571427,0.2857142857142857,0.35714285714285715,0.42857142857142855,0.5,0.5714285714285714,0.6428571428571429,0.7142857142857143,0.3759986430447254,0.0004738348789540793,0.026973799478888196,0.03557931727079131,0.0022203660110525,0.010971582355324626,0.018570044741224753,0.013003274794180843,0.007824571947522474,16.666666666666668,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,2.0,-1.7441998810232007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-64.64663248808182,-9.868624445760595,5.044131751157672,-73.71639802689049,-3.336640014583782,-55.32353719422276,69.86078473082262,242.8319551292544,201.55256618204,113.990507214618,73.7315490623669,67.52755340083515,2.0,0.030123296830056063,50.0,0.8571428571428571,0.857142857142857,0.7692307692307693,0.15384615384615385,0.5,0.5,1.0,0.0,8.333333333333334,0.0,2.0,0.0,2.0,2.0,42.85714285714286,1.2535663410560174,18.36505818199175,0.28568371077184035,0.15824175824175826,16.34728878553447,-1.0210256994402185,-48.77940786661931,0.8703726304853981,2.093722964806307,2.0,50.0,0.0,0.6910308326527912,-0.004449965767439413,17.23546225064659,0.17476266918186356,0.9147320339189783,10.0,169.23076923076923,0.8367346938775508,0.11383888852098496,0.24904978105145997,0.5883942832889214,1.099020381057044,1.5020009153779834,1.750467250310233,1.8852552058782397,1.9481936003838791,1.9677795677576027,0.8009223206896872,0.949299387945363,1.1216327576686838,1.5371659937687556,1.8579207752000946,2.0483721665267236,2.143672142994255,2.1788407483035086,2.177991044709972,2.130287232282433,0.7927908117777734,0.916047779600857,0.9549095299913875,1.0747248459118806,1.0935551458997494,1.0638105743941042,1.0203641827105545,0.9756478370247598,0.9335355180990913,0.6285172712392609,0.8391435345116603,0.9118522104683725,1.1550334944203156,1.1958628571238221,1.131692938192714,1.0411430653585778,0.9518887018910921,0.8714885635525388,5.0,False
4,36.0,0.19,36.0,0.07083333333333333,2.0,11.0,1.0,2.0,0.25,0.07142857142857142,0.14285714285714285,0.21428571428571427,0.2857142857142857,0.35714285714285715,0.42857142857142855,0.5,0.5714285714285714,0.6428571428571429,0.7142857142857143,0.4135200051928959,0.0016048237419735518,0.00801562399188786,0.0026591849345080367,0.0018462961980132123,0.03487426053612861,0.011044433148255008,0.0001296710593061319,0.00022656054161697848,8.333333333333334,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,1.0,-0.2011834319526633,1.5973789912434502,0.3096046636116986,0.42149309276118513,0.30960466361169875,0.42149309276118513,0.2537469390383006,1.5172273658446702,1.5941573464685326,0.5164454245185516,1.5941573464685326,1.5172273658446702,0.2537469390383009,-9.26966389225,-99.19609870410603,235.4385986877598,83.35598834080254,189.61772984565627,33.801771735492935,-164.48429220370946,118.94175679651785,-189.50087635986552,1.3843009341860857,-40.367287516373636,22.125304040194294,3.0,0.0673110185764507,41.66666666666667,1.4285714285714286,0.6326530612244897,0.7692307692307693,0.15384615384615385,1.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,35.71428571428571,1.6035674514745464,17.549776476484553,0.24891663306000275,0.04835164835164833,13.00247171275588,-2.617755795764768,-70.09771481511525,0.7978084119643892,2.1489372478865496,1.0,41.66666666666667,0.0,0.8714967567917278,-0.006170157404868403,17.112667353868126,0.3066868728589579,0.7284313590846836,10.0,276.9230769230769,0.5306122448979592,0.07760764639716775,0.39988622025461346,1.1321908688389768,2.065600983441309,2.76316761137833,3.1800232786398417,3.3988506106950758,3.495072513517459,3.518408825213706,0.7349342101524551,0.7261855377381784,1.4068243701031635,2.2756789872110406,2.9293298928447844,3.319206590726535,3.5205243579655905,3.604558388268814,3.6188863141956897,2.056348925737235,0.7308251134663513,0.6061653619851319,0.8350440975384508,0.9549908010238449,0.9725627859134894,0.951096387981355,0.9175545112998689,0.8816514615730092,0.8468397095856894,0.5341053464731051,0.3674364460705661,0.6972986448338057,0.912007430040165,0.9458783725438079,0.9045843392311802,0.8419062812067412,0.7773092996938235,0.7171374937311749,1.0,False
5,157.0,0.37,157.0,0.04694267515923566,2.0,2.0,2.0,2.0,inf,0.07142857142857142,0.14285714285714285,0.21428571428571427,0.2857142857142857,0.35714285714285715,0.42857142857142855,0.5,0.5714285714285714,0.6428571428571429,0.7142857142857143,0.5964619711684915,0.0008646802282180555,0.12434036109640771,0.1495485931240126,0.016841869601271393,0.0018151544277958862,0.20952160047914295,0.025797343960928573,0.03526564471567137,16.666666666666668,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.75,-0.07589744484856897,0.22505865435074093,0.76721605237252,0.09562919296979251,0.76721605237252,0.09562919296979251,0.1619368757595077,0.1631656956770023,0.7902767600518386,0.232733616396756,0.7902767600518388,0.1631656956770023,0.1619368757595077,-31.713524469031398,52.06941358995833,-43.0503585308856,154.72801902154734,11.481098898577631,-143.66165000889976,-2.666557306552901,53.10988210849198,-83.18257650717528,297.56786323768273,145.11658157732185,-164.37876622198866,7.0,0.03003392793379255,41.66666666666667,2.7857142857142856,1.4693877551020407,2.1538461538461537,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,7.0,3.0,42.85714285714286,3.3487737627802976,32.62063070478352,0.5810951814297317,-0.17802197802197808,12.95885651826746,-2.063120236958691,-149.27508100473517,0.6986552735774496,2.5064205000074473,2.0,41.66666666666667,0.0,0.994630355671806,-0.0061925880763195875,16.688504955902506,0.33870382297748436,1.8585159758939553,28.0,1207.6923076923076,3.454081632653061,0.20914071398600878,1.1336353653055231,2.5606857409623376,4.217098509161307,5.425939487609895,6.133499032831826,6.492360168041976,6.637288813303913,6.656244151402852,1.6337388558474126,2.8547195084669985,3.470302251043372,4.581479759798622,5.638236558628751,6.310583310807311,6.663625946508123,6.80922496062533,6.829370136853364,2.0925195710399587,1.6202971365953331,2.6199798339969482,2.3421968853255826,1.7905409667119911,1.5326095940758842,1.4844700525409176,1.5010563624988411,1.5205070776532947,1.5279758712296094,2.6253628108590354,6.864294330550677,5.4858862496288605,3.206036953473912,2.3488921678534465,2.2036513368908346,2.2531702033982524,2.3119417731937624,2.334710263059884,4.0,False
6,3.0,0.030000000000000006,3.0,0.060000000000000005,0.0,0.0,0.0,0.0,inf,0.07142857142857142,0.14285714285714285,0.21428571428571427,0.2857142857142857,0.35714285714285715,0.42857142857142855,0.5,0.5714285714285714,0.6428571428571429,0.7142857142857143,0.1968808457852879,5.24723571687733e-08,0.0010184294299010674,0.0025004052191507017,0.0032319966226920225,0.0047768214554376265,0.008032670157059045,0.0027625115309293825,0.00027037708424085987,25.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,3.0,0.0,0.0,-0.06060606060606366,0.05531540252307028,0.03477775956269894,0.3839420935727875,0.03477775956269894,0.3839420935727875,1.0092090763763428,0.14108322105545773,0.37280261228919076,0.9341261129174693,0.37280261228919087,0.14108322105545773,1.0092090763763428,-63.458039683495194,-55.6381180204707,93.90316328115868,-30.865363545373008,24.308854708780242,-32.710742775914454,9.316249602101186,227.32033242447721,-11.776258049361035,127.52697581032139,369.93938266223336,68.45705283677421,1.0,0.05775940446664133,50.0,0.21428571428571427,0.336734693877551,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0,3.0,35.71428571428571,0.4629100498862757,15.485281374238571,1.392621247645582,-0.006593406593406591,24.37110834008529,-0.4711269033800276,-7.011400827004424,0.7994810109643169,1.6188350187791196,2.0,50.0,0.0,-0.1273555074375201,-0.0003234299965275635,17.737296782356882,0.21943119991791626,0.410325903324145,6.0,23.076923076923077,0.16836734693877556,0.017437937336554462,0.10182613853380103,0.20136985395961582,0.32676867186040237,0.4209938707641971,0.4768776816880888,0.505551796919058,0.5173894284438286,0.5192593681391096,0.43759557515496433,0.34845988671358896,0.32966752248922176,0.3736196866208851,0.4411413270214426,0.48981941516592664,0.51700955523133,0.5289697189112852,0.5313190877097296,2.1738151525251523,0.4372479911179129,0.3332502515524069,0.2610188830342827,0.18114608834108756,0.13179465537425206,0.11185140223208763,0.10824167788984558,0.110077894509535,0.11255968001230264,0.19118580573665045,0.11105573015974246,0.06813085730046456,0.0328139053212771,0.017369831185217868,0.012510736181284256,0.011716260832409087,0.012117142859652315,0.012669681564471963,6.0,True
7,1593.0,1.27,1593.0,0.07625235404896422,10.0,10.0,10.0,10.0,inf,0.07142857142857142,0.14285714285714285,0.21428571428571427,0.2857142857142857,0.35714285714285715,0.42857142857142855,0.5,0.5714285714285714,0.6428571428571429,0.7142857142857143,0.7607096234360753,0.008274659992498105,0.741926894806662,0.5129576285149792,0.1400605351359872,0.5319840707888746,0.1818505099064667,0.25118986055511694,0.06217602354994313,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.75,-0.6353194565428897,0.6163119042249812,0.38861786990092473,0.137490189259736,0.38861786990092473,0.13749018925973602,0.09362593886524487,0.32704092987020306,0.031243080910469918,0.6482386775506753,0.031243080910469935,0.32704092987020306,0.09362593886524485,-53.942885235375975,-33.33357523440509,0.8182990005598745,-14.40502740196899,86.58694841222568,83.54615612174146,143.2461832447118,260.97962318287,206.30966951479436,-335.4282720218381,43.125435601414246,-160.00008981873083,16.0,0.03902377062996633,50.0,9.785714285714286,3.4183673469387763,4.461538461538462,0.0,10.5,2.5,4.0,0.0,0.0,1.0,4.0,0.0,15.0,3.0,50.0,10.667038683988837,60.940875586781566,-0.41686082733235075,0.5032967032967031,10.824183884113685,-3.052168210957056,-510.79664745641054,0.790083134391424,3.254568173499732,1.0,50.0,0.0,1.2874384416634927,-0.007290419716741531,16.122789256717244,0.27376501515182894,4.245646029061023,58.0,12253.846153846154,18.02551020408163,1.1613450064632231,3.0734733726843757,7.618325756000041,13.736050223352022,18.39654603991846,21.209483134151053,22.69931819542313,23.364139315140545,23.536197901380103,4.3484084746858525,4.875395280948298,9.201798477506301,15.196017807235707,19.624919975586657,22.259782381143776,23.624454341321144,24.1991904039818,24.303631407550046,2.044715058839728,4.190457497539222,3.784605735462157,5.160834031055805,6.499221604113496,6.834074761761144,6.7569029028128575,6.5464338680001966,6.30220677785714,6.059198622022875,17.559934038682677,14.323240572893052,26.63420789610371,42.2398814593756,46.70457784934064,45.65573683804082,42.85579638810002,39.71781027086847,36.71388794112391,0.0,False
8,22.0,0.11499999999999999,22.0,0.07045454545454545,2.0,11.0,0.0,1.0,inf,0.07142857142857142,0.14285714285714285,0.21428571428571427,0.2857142857142857,0.35714285714285715,0.42857142857142855,0.5,0.5714285714285714,0.6428571428571429,0.7142857142857143,0.45369993313913176,0.0010962561943405503,0.006387041291205438,0.02509185131433217,0.009439893428713762,0.0536556020430883,0.0011627043913633361,0.022716964004685612,0.005664013540424464,16.666666666666668,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,1.0,-0.1701368233194529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.51298036729142,-26.813596567507858,-65.41157140503059,199.01796892947436,26.27457978208346,119.76775966149854,-201.72272757665382,-52.41827373041907,321.370893477093,47.988855737568365,193.62174445699512,-15.993022683128954,3.0,0.05653735461796555,50.0,0.8571428571428571,0.7346938775510204,0.8461538461538461,0.07692307692307693,1.0,1.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,3.0,3.0,42.85714285714286,1.2535663410560174,19.69890871741394,0.8456237838846475,0.06593406593406595,18.25700465915969,-1.018077789187051,-42.76877397020273,0.8208038995909359,1.8586408066716023,2.0,50.0,0.0,0.48598445160661763,-0.0034678261752893024,17.884254183932548,0.3151222763498752,0.9147320339189784,11.0,169.23076923076923,0.836734693877551,0.07274007842848938,0.20819426776202196,0.6427103416832652,1.2266672084668016,1.6617256838515218,1.9211327517914232,2.0575077042643115,2.1179901420267084,2.1334350794181884,0.9819041706987123,0.9256327466202912,1.0945911925710112,1.4857003758570326,1.8389737999897966,2.0586591190511028,2.172708352502179,2.2191351582754946,2.224918035387026,2.1325876363731853,0.979206148584527,0.901915255712453,0.8860323332403897,0.8382083073401224,0.7877133924703227,0.7398150569206983,0.6980856909618881,0.6623281731680201,0.6314388538080088,0.9588446814257429,0.8134511284868594,0.785053295547409,0.7025931664939931,0.6204923886771047,0.547326318446576,0.4873236319257367,0.4386786089720867,0.3987150260983719,3.0,True
9,11.0,0.08000000000000002,11.0,0.08,1.0,1.0,1.0,1.0,inf,0.07142857142857142,0.14285714285714285,0.21428571428571427,0.2857142857142857,0.35714285714285715,0.42857142857142855,0.5,0.5714285714285714,0.6428571428571429,0.7142857142857143,0.34035082513159987,0.00034304860177746725,0.024328464306054995,0.0029015224451804677,0.002306792856896093,0.011651514873136147,0.00777947400964298,0.008685517912096277,0.0007213349211645278,8.333333333333334,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,0.0,1.0,-0.66691686995684,0.08760556961475896,0.2647040571507277,0.3694213128962021,0.2647040571507277,0.3694213128962021,0.08526313714008807,0.06437538304497131,0.8405503539813673,1.3648127533136833,0.8405503539813673,0.06437538304497131,0.08526313714008818,-47.549795272776635,3.2429965924574926,374.79714295455625,210.80290363024577,42.55058039698418,-30.386222403460877,-46.43625996577172,-222.44498899693048,70.17173176676927,86.1115679922416,-24.710105553663308,143.03822717391338,2.0,0.04991821083565424,50.0,0.6428571428571429,0.5510204081632651,0.6153846153846154,0.0,1.0,0.5,1.0,0.0,8.333333333333334,0.0,2.0,0.0,2.0,3.0,42.857142857142854,0.8864052604279183,16.313708498984763,0.384792812699607,0.024175824175824152,16.225676593097035,-1.191200805333922,-34.200247178593244,0.6958007084624578,1.9071336132648251,1.0,50.0,0.0,0.7035648060104357,-0.004512509180692954,18.31793043380121,0.11391738925495187,0.6102859818083951,8.0,84.61538461538461,0.3724489795918368,0.15636482777690489,0.3091667804650579,0.5347136546371583,0.8401680345782411,1.075715718751191,1.2174477249265567,1.290997950099491,1.3218492181371302,1.3272237860577145,0.6247827827976726,0.9549047785828497,1.110361131049588,1.102699716491998,1.163134306335555,1.2434932399760756,1.3006616780831517,1.3301112205548757,1.3384879697366943,2.1643524974341655,0.6048996332572062,0.9034705518262517,0.9731305918993064,0.7141878873409072,0.4423992619866151,0.2531728163475463,0.15825641747806796,0.14802196984312313,0.17328319841370743,0.3659035663147026,0.8162590380172318,0.9469831488902943,0.5100643384244684,0.1957171070063017,0.06409647493734841,0.02504509367299253,0.021910503556238452,0.030027066852484293,6.0,False
