,0_Absolute energy,0_Area under the curve,0_Autocorrelation,0_Centroid,0_ECDF Percentile Count_0,0_ECDF Percentile Count_1,0_ECDF Percentile_0,0_ECDF Percentile_1,0_ECDF Slope,0_ECDF_0,0_ECDF_1,0_ECDF_2,0_ECDF_3,0_ECDF_4,0_ECDF_5,0_ECDF_6,0_ECDF_7,0_ECDF_8,0_ECDF_9,0_Entropy,0_FFT mean coefficient_0,0_FFT mean coefficient_1,0_FFT mean coefficient_2,0_FFT mean coefficient_3,0_FFT mean coefficient_4,0_FFT mean coefficient_5,0_FFT mean coefficient_6,0_FFT mean coefficient_7,0_Fundamental frequency,0_Histogram_0,0_Histogram_1,0_Histogram_2,0_Histogram_3,0_Histogram_4,0_Histogram_5,0_Histogram_6,0_Histogram_7,0_Histogram_8,0_Histogram_9,0_Human range energy,0_Interquartile range,0_Kurtosis,0_LPCC_0,0_LPCC_1,0_LPCC_10,0_LPCC_11,0_LPCC_2,0_LPCC_3,0_LPCC_4,0_LPCC_5,0_LPCC_6,0_LPCC_7,0_LPCC_8,0_LPCC_9,0_MFCC_0,0_MFCC_1,0_MFCC_10,0_MFCC_11,0_MFCC_2,0_MFCC_3,0_MFCC_4,0_MFCC_5,0_MFCC_6,0_MFCC_7,0_MFCC_8,0_MFCC_9,0_Max,0_Max power spectrum,0_Maximum frequency,0_Mean,0_Mean absolute deviation,0_Mean absolute diff,0_Mean diff,0_Median,0_Median absolute deviation,0_Median absolute diff,0_Median diff,0_Median frequency,0_Min,0_Negative turning points,0_Neighbourhood peaks,0_Peak to peak distance,0_Positive turning points,0_Power bandwidth,0_Root mean square,0_Signal distance,0_Skewness,0_Slope,0_Spectral centroid,0_Spectral decrease,0_Spectral distance,0_Spectral entropy,0_Spectral kurtosis,0_Spectral positive turning points,0_Spectral roll-off,0_Spectral roll-on,0_Spectral skewness,0_Spectral slope,0_Spectral spread,0_Spectral variation,0_Standard deviation,0_Sum absolute diff,0_Total energy,0_Variance,0_Wavelet absolute mean_0,0_Wavelet absolute mean_1,0_Wavelet absolute mean_2,0_Wavelet absolute mean_3,0_Wavelet absolute mean_4,0_Wavelet absolute mean_5,0_Wavelet absolute mean_6,0_Wavelet absolute mean_7,0_Wavelet absolute mean_8,0_Wavelet energy_0,0_Wavelet energy_1,0_Wavelet energy_2,0_Wavelet energy_3,0_Wavelet energy_4,0_Wavelet energy_5,0_Wavelet energy_6,0_Wavelet energy_7,0_Wavelet energy_8,0_Wavelet entropy,0_Wavelet standard deviation_0,0_Wavelet standard deviation_1,0_Wavelet standard deviation_2,0_Wavelet standard deviation_3,0_Wavelet standard deviation_4,0_Wavelet standard deviation_5,0_Wavelet standard deviation_6,0_Wavelet standard deviation_7,0_Wavelet standard deviation_8,0_Wavelet variance_0,0_Wavelet variance_1,0_Wavelet variance_2,0_Wavelet variance_3,0_Wavelet variance_4,0_Wavelet variance_5,0_Wavelet variance_6,0_Wavelet variance_7,0_Wavelet variance_8,0_Zero crossing rate,depressed,responses,min,quant10,quant25,quant50,quant75,quant90,max,mean
0,25.0,0.12000000000000002,25.0,0.1004,2.0,11.0,0.0,2.0,inf,0.07142857142857142,0.14285714285714285,0.21428571428571427,0.2857142857142857,0.35714285714285715,0.42857142857142855,0.5,0.5714285714285714,0.6428571428571429,0.7142857142857143,0.4697356810490784,0.0006488259857060035,0.031104729756843374,0.04203192819813646,0.0038050219559348673,0.02707282930380863,0.02221692541768238,0.001916156313336952,2.1505443525338263e-07,16.666666666666668,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,1.75,-0.7531516131986202,0.13722102351494386,0.06548443913620779,0.13580349039627873,0.06548443913620779,0.1358034903962788,0.3255874926271983,0.2890566898983327,0.9043131741734548,1.4668493554072324,0.9043131741734548,0.2890566898983327,0.3255874926271983,-23.080382516253014,-126.92034642884406,70.63589285696452,-93.03330642947996,142.1646931887289,-175.0717263157901,78.80370884405765,168.6069588988019,299.9312651463283,50.56643974721753,39.42226549334092,-17.324384748435705,3.0,0.02301884652589323,41.66666666666667,0.9285714285714286,0.7959183673469387,0.7692307692307693,0.15384615384615385,1.0,1.0,1.0,0.0,8.333333333333334,0.0,1.0,0.0,3.0,3.0,35.714285714285715,1.336306209562122,17.957417329238147,0.6258454579451276,0.16923076923076924,14.957605305489759,-1.0258707599445405,-58.14728986013825,0.7724081985209935,2.0184849301282397,2.0,41.66666666666667,0.0,0.5943157272649122,-0.005164660128605264,15.258131312291214,0.14526063814841872,0.9609731462195508,10.0,192.3076923076923,0.923469387755102,0.13898083967649966,0.2444831664722718,0.6256250310297427,1.192266949533958,1.635114736642867,1.9068996593646368,2.0539159918116243,2.12237707120171,2.1435457826258437,1.0034803071046177,0.9582811739334844,1.2034468833603518,1.6768607049837254,2.0274556346455066,2.233299078827798,2.3354950684896454,2.37257508872117,2.3707713996223783,2.13233724068814,0.9938093644907926,0.926569365793532,1.0280455834343036,1.1791358466977022,1.1987393997317102,1.1624794469615882,1.1117402185402512,1.0604848510268867,1.012802304032928,0.987657052949593,0.8585307896270283,1.0568777216187777,1.3903613449675072,1.4369761484691408,1.3513584646081198,1.2359663135199257,1.1246281192575185,1.0257685070544078,3.0,False,29,0,11.6,52.0,93.0,331.0,1720.1999999999996,70920,4138.310344827586
1,65.0,0.195,65.0,0.03538461538461538,2.0,11.0,0.0,2.0,0.25,0.07142857142857142,0.14285714285714285,0.21428571428571427,0.2857142857142857,0.35714285714285715,0.42857142857142855,0.5,0.5714285714285714,0.6428571428571429,0.7142857142857143,0.5497436542219539,1.0537667327415877e-05,0.1116260251137934,0.12203189191888528,0.021970253490721712,0.031613265015462626,0.08152493810022833,0.02374216287830716,1.0537667327415877e-05,16.666666666666668,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,1.75,2.4375139229227014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.85354196432079,20.225716275282352,118.48877112313286,89.80583030490445,19.04034475363343,-99.88671283870134,-46.536800144045905,-90.42132821324734,98.70272122796759,285.4990006467381,112.96320909171804,-117.57708562560407,6.0,0.035647150884839496,50.0,1.5,1.1428571428571428,1.4615384615384617,-0.07692307692307693,1.0,1.0,1.0,0.0,8.333333333333334,0.0,3.0,0.0,6.0,2.0,42.857142857142854,2.1547290184283368,25.04056891812601,1.5630822312713968,-0.16043956043956056,16.731785199505698,-0.9806062489448808,-84.28734451190928,0.8891186656800381,1.961900348101969,2.0,50.0,0.0,0.641414412971434,-0.004252224754539924,17.433039133613693,0.12510923203903124,1.546886273407694,19.0,500.0,2.392857142857143,0.1423851417221713,0.7076953526047277,1.4487111172791258,2.269292463136963,2.867536343509764,3.2166544194887434,3.3916945964227785,3.4597530841294812,3.464850677593309,1.3953175958974835,2.413578559270832,2.647252321665058,2.8372161824730115,3.1559029133254084,3.406524045856148,3.547566086753603,3.603688365227243,3.604373105294823,2.1491960581011536,1.3880337405257452,2.307494041091663,2.215667157592246,1.7029701649871922,1.3179372204268516,1.1214010971011534,1.0400158193416116,1.008304730986992,0.9931340615213202,1.9266376648378911,5.324528749673534,4.909180953232905,2.9001073828365054,1.7369585169864554,1.2575404205796707,1.0816329044808035,1.0166784305307508,0.9863152641538334,4.0,False,41,8,24.0,57.0,201.0,1514.0,11606.0,77844,6475.243902439023
2,12.0,0.07,12.0,0.03916666666666668,1.0,1.0,1.0,1.0,inf,0.07142857142857142,0.14285714285714285,0.21428571428571427,0.2857142857142857,0.35714285714285715,0.42857142857142855,0.5,0.5714285714285714,0.6428571428571429,0.7142857142857143,0.3621368434811013,0.0011268036898917707,0.0283347441693572,0.00036966027307610514,0.0020607834903596336,0.008349846539001898,0.019400910556284155,0.005616918359453584,0.0044772595962485435,8.333333333333334,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,1.0,-0.636094674556213,0.9661619956966436,0.7669677876437417,1.1989254909884757,0.7669677876437421,1.1989254909884757,0.37198024744362657,0.5503276734031607,0.538681506149906,0.5696890521213267,0.5386815061499061,0.5503276734031607,0.3719802474436265,-41.4077735724704,-18.78583182292097,193.6981707196613,272.32717698074293,101.2202358922502,17.039144047954178,-102.67898505389644,-69.07607513590486,-69.32901605006364,124.96398487113925,-43.76064784495363,51.11356907664837,2.0,0.04212742241835729,50.0,0.5714285714285714,0.6530612244897959,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,1.0,0.0,2.0,2.0,50.0,0.9258200997725514,17.12899020449196,0.8598938232981916,-0.06593406593406599,17.723219772506262,-0.8184693646332043,-31.34169707224727,0.6536185707453973,1.6418398040147968,1.0,50.0,0.0,0.5075042760150896,-0.003742344116996779,18.139323944682253,0.1513901821102036,0.7284313590846836,8.0,92.30769230769229,0.5306122448979593,0.1153123749384952,0.25459461360255425,0.4696356685032221,0.7586595747485216,0.9790211060023902,1.1109581238764634,1.1793499264306342,1.2081466755087005,1.2133806619304472,0.7197823579723626,0.8962362523870866,1.1437452121650498,1.1706442460267297,1.2010280035389067,1.2420213242630775,1.2700437004321463,1.2804705841520416,1.2768416327602077,2.176678183740329,0.7104855375264849,0.8593142631292789,1.0428784441247247,0.891540016150639,0.6956909797363403,0.5553278463368262,0.4713223440867593,0.4242481907279589,0.3975322935347297,0.5047896990342983,0.7384210028174156,1.0875954492200068,0.7948436003978817,0.4839859392865091,0.30838901691709764,0.2221447520354376,0.17998652733594664,0.15803192440298247,4.0,False,2,5706,10140.8,16793.0,27880.0,38967.0,45619.2,50054,27880.0
3,58.0,0.14,58.0,0.11689655172413793,2.0,11.0,0.0,2.0,0.125,0.07142857142857142,0.14285714285714285,0.21428571428571427,0.2857142857142857,0.35714285714285715,0.42857142857142855,0.5,0.5714285714285714,0.6428571428571429,0.7142857142857143,0.42724907002437335,0.0001932373334734161,0.27874263264570803,0.046741675544011985,0.003955600972796103,0.01915106184357353,0.023490189564650103,0.011987627094932821,0.002786560143555713,8.333333333333334,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.19232958956575752,0.6733474106349912,0.17433938532295626,0.04450403383037678,0.17433938532295618,0.04450403383037678,0.6028045018156755,0.043414892352459655,0.5302801263566875,0.38815313563401066,0.5302801263566876,0.043414892352459655,0.6028045018156754,-31.98380394811007,83.03307145960035,-100.25297871503041,-3.940735560893765,184.55312415339972,-44.43506922839241,-163.41928363995862,-121.33207204202151,66.37783553757083,115.97441370513805,12.160371886260604,-114.32149946162886,5.0,0.045495449307026516,41.66666666666667,1.1428571428571428,1.469387755102041,0.6153846153846154,0.3076923076923077,0.0,0.0,0.0,0.0,8.333333333333334,0.0,1.0,0.0,5.0,2.0,35.714285714285715,2.0354009783964297,17.640986324787452,1.1203416366132566,0.34285714285714297,14.711521347911944,-0.5575684082272789,-87.32955148083609,0.6008600066485787,2.430755182087932,1.0,41.66666666666667,0.0,0.8169185954131821,-0.0052912175925024256,15.035258268075644,0.044048549287371896,1.684260874650228,8.0,446.1538461538461,2.8367346938775517,0.2415700130173712,0.4931747773221861,0.8630780875873273,1.3744231858275011,1.776649461051924,2.022191185151444,2.151867632771219,2.2083086520438644,2.2207407199981124,1.1790299780551794,2.2450514040147733,2.8388960142973767,2.9223945034236345,2.933403755541209,2.9420736657156006,2.933419594496648,2.9037687790847517,2.8579455076895592,2.1559358831673747,1.1540171653678224,2.1902133333723257,2.70451969760254,2.5790212368067955,2.334175290240041,2.136946481593077,1.993593792227611,1.885536003288072,1.7989339008049177,1.3317556179635839,4.797034445681917,7.314426794720135,6.651350539900452,5.448374285567179,4.566540265193034,3.9744162084084667,3.555246019695555,3.2361631794651973,1.0,False,68,0,7.1000000000000005,16.0,66.5,513.5,3377.0000000000077,50911,2637.4705882352937
4,30.0,0.12999999999999998,30.0,0.028333333333333325,2.0,11.0,0.0,2.0,inf,0.07142857142857142,0.14285714285714285,0.21428571428571427,0.2857142857142857,0.35714285714285715,0.42857142857142855,0.5,0.5714285714285714,0.6428571428571429,0.7142857142857143,0.4838978847239801,0.001641739791012138,0.026851091170459238,0.024070160555890792,0.0124007080001633,0.03192371057435458,0.019041300447524008,0.015736846393438853,0.00977550282012599,16.666666666666668,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,1.75,-0.8124999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.890570926878162,-38.19510322261841,103.75991544926214,-28.928782650937773,-21.659182825918823,50.66528451779995,-87.82874469755038,183.55953562054032,43.68780087769606,24.26887905911827,57.78214302854461,64.79078258537676,3.0,0.019588988974035,50.0,1.0,0.8571428571428571,0.9230769230769232,-0.15384615384615385,1.0,1.0,1.0,0.0,8.333333333333334,0.0,2.0,0.0,3.0,2.0,50.0,1.4638501094227998,19.70548142703344,0.701560760020114,-0.17582417582417592,16.162426509126853,-0.9661314816661248,-59.26270528591826,0.917796740173054,2.066445675901272,2.0,50.0,0.0,0.6015506812402994,-0.004545037795306189,16.30194776514271,0.10874676414282214,1.0690449676496976,12.0,230.7692307692308,1.1428571428571428,0.1501887241104831,0.4654081313784242,0.9043744088822582,1.4698004334728405,1.8970998206636296,2.1518725942981205,2.2834583116244622,2.3385155726444693,2.34812080729354,1.0603733721261306,1.2610665282899074,1.4692698008599732,1.8359400448510976,2.1609933414243114,2.366275898612611,2.471395402842248,2.510286963517321,2.5087450650801664,2.1214325249817345,1.0496833024604166,1.1720426869444658,1.1579553861345309,1.1001647758635529,1.0348451536912346,0.9842286148368136,0.9453112589316603,0.9126256383119647,0.8832499509873858,1.1018350354642066,1.3736840600200029,1.3408606762779705,1.210362534050901,1.0709044921182351,0.9687059662635928,0.8936133762629606,0.8328855557043211,0.7801304759192195,7.0,True,37,0,4.800000000000002,10.0,14.0,286.0,4132.4,33084,2414.189189189189
5,9.0,0.05,9.0,0.03222222222222223,0.0,0.0,0.0,0.0,inf,0.07142857142857142,0.14285714285714285,0.21428571428571427,0.2857142857142857,0.35714285714285715,0.42857142857142855,0.5,0.5714285714285714,0.6428571428571429,0.7142857142857143,0.24856441160836004,5.154608246920549e-05,0.031816193445732666,0.012731303822222132,0.011433982042222329,0.0125903525539798,0.008407314522840962,0.003148763470727655,0.00024073594695443227,8.333333333333334,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0130379374571108,1.1257914671503984,0.2723840803225726,0.8505214492527164,0.2723840803225726,0.8505214492527164,0.23955777697554406,0.8079349060804775,0.028837739581668187,0.6714134410192285,0.028837739581668208,0.8079349060804775,0.239557776975544,-25.292348378955975,-41.634237406245326,97.91672125117306,87.09489516145717,40.10665205881056,-72.65343402003101,19.13402507155148,4.715289179386247,67.39601750948063,46.974849474916645,84.09644700773319,75.09354996614158,2.0,0.03929680253265138,50.0,0.35714285714285715,0.5612244897959181,0.4615384615384616,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,1.0,0.0,2.0,1.0,28.57142857142857,0.8017837257372732,16.30056307974577,1.666933589935942,-0.07692307692307691,19.69152260400191,-0.24838248693389195,-24.53623006694672,0.829301343834575,1.839382569257836,1.0,50.0,0.0,0.4061738460982602,-0.0027300740893704428,16.680456850815617,0.014359427099078781,0.7178482586514923,6.0,69.23076923076923,0.5153061224489798,0.015963027422407357,0.12279829363631188,0.3468850640397134,0.5829269995009138,0.7461527415294207,0.838774195473032,0.8842836929297737,0.9014793467195183,0.9022401674063294,0.6790047772436866,0.931145294122788,1.0354952385029732,1.0520020239117909,1.0601673920679069,1.0655802215093606,1.0626494770585253,1.0513318718426428,1.034001177507886,2.173748683630277,0.6788171103288866,0.923012533959872,0.9756644614356378,0.8757307643147894,0.7531341085837209,0.6572054910608295,0.5892930183798537,0.5409562756732793,0.505095154803819,0.4607926692752598,0.8519521378470237,0.9519211413084931,0.7669043715673652,0.5672109855121958,0.4319190574805061,0.3472662615112386,0.292633692190305,0.2551211154062938,4.0,True,11,17,18.0,62.0,249.0,4570.0,15085.0,55765,7377.454545454545
6,11.0,0.08499999999999999,11.0,0.07454545454545454,2.0,11.0,0.0,1.0,inf,0.07142857142857142,0.14285714285714285,0.21428571428571427,0.2857142857142857,0.35714285714285715,0.42857142857142855,0.5,0.5714285714285714,0.6428571428571429,0.7142857142857143,0.3403508251315999,0.0004838599603996465,0.0013208122362825387,0.00433569582173136,0.009697461068939386,0.01828493568635785,0.013771519115939835,0.003288177742013065,0.0019973788762814608,8.333333333333334,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,0.0,1.0,-0.6669168699568409,0.5892200713626435,1.3638603398286566,0.5859469730727265,1.3638603398286566,0.5859469730727265,0.41622820076793454,0.18459712299534314,0.8409917607301486,0.09729328662393172,0.8409917607301486,0.18459712299534314,0.4162282007679346,-51.08940030488986,-87.07226390119403,174.11840023875197,143.31935709357415,64.89214248097342,-6.757975201255285,55.17661284715648,196.08651180281663,23.046176929767647,-64.31486858738809,6.533489960362497,175.40692881633788,2.0,0.061525067902607415,50.0,0.6428571428571429,0.5510204081632654,0.6923076923076923,0.07692307692307693,1.0,0.5,1.0,0.0,16.666666666666668,0.0,2.0,0.0,2.0,1.0,35.714285714285715,0.8864052604279183,17.135562914111453,0.3847928126996071,0.03296703296703297,18.57869840565396,-1.2961741961986624,-28.42098835613601,0.7486207163015116,1.5537300846713955,1.0,50.0,0.0,0.27304728054379124,-0.003302383677092248,17.915952543563368,0.3272400145400536,0.6102859818083952,9.0,84.61538461538461,0.3724489795918369,0.042679720483425374,0.15710253879838168,0.4991489150753798,0.923584114264576,1.2374768546910901,1.4242858711873194,1.5221025994427326,1.5649825531037922,1.5752564701688505,0.7371670003973034,0.4011743063814237,0.6234487689986568,1.0284935035222496,1.3219520964813252,1.4951203625226432,1.584165262307306,1.6210881084594346,1.6270421423307495,2.095719089647503,0.7359304504735584,0.36913360237686216,0.37354882966623215,0.4525386952135586,0.4649821281460373,0.45474680379967203,0.4390708998223997,0.4227957708744535,0.4072262100005481,0.5415936279342146,0.1362596164037194,0.13953872814501173,0.20479127066559008,0.2162083794952179,0.20679465556601734,0.19278325507085176,0.17875626386932342,0.16583318611141049,7.0,False,1,5095,5095.0,5095.0,5095.0,5095.0,5095.0,5095,5095.0
7,105.0,0.295,105.0,0.07390476190476193,2.0,11.0,1.0,3.0,0.25,0.07142857142857142,0.14285714285714285,0.21428571428571427,0.2857142857142857,0.35714285714285715,0.42857142857142855,0.5,0.5714285714285714,0.6428571428571429,0.7142857142857143,0.6247863785182951,0.0019963774156295266,0.027940854359599053,0.09337735226777212,0.06729712582188732,0.0338290603788441,0.027025280844807046,0.005871981275442878,0.03883512070837247,16.666666666666668,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,-0.9488085642837952,1.5428622281986544,0.32081951997192504,1.0644312437727488,0.32081951997192504,1.0644312437727488,1.434358945921548,1.4963038031600535,0.5158614333876602,0.21624646219804455,0.5158614333876601,1.4963038031600535,1.434358945921548,-39.24829645247774,-56.21504261563448,210.91116752151103,190.150301737179,-82.8035529974018,57.871473890120036,226.27757912822563,42.90241258295597,-149.23716861002052,150.14775797418142,-57.15527854708792,71.12664776700689,5.0,0.05053579082670196,41.66666666666667,2.357142857142857,1.2142857142857142,1.3076923076923077,0.07692307692307693,2.5,1.5,1.0,0.0,0.0,0.0,2.0,0.0,5.0,2.0,35.714285714285715,2.7386127875258306,23.700145673084325,0.13715533595016555,0.09450549450549443,11.710359081432529,-2.3037310145367136,-130.5603766932837,0.7905782762596184,2.7670280756121834,2.0,41.66666666666667,0.0,1.0096476581966425,-0.0068346724724061255,15.048484867076642,0.3255400563790255,1.3942300925673667,17.0,807.6923076923076,1.9438775510204085,0.3619512544807684,0.8656821186547109,1.7897987199591945,3.12714660141328,4.1710386858433965,4.807910227399604,5.147738753578903,5.300819925284482,5.341814605577475,1.8441125983904252,1.8984466222270708,2.0826490483107314,3.2645771603212204,4.269153376369673,4.898401279004232,5.239688876957329,5.39585041108063,5.439381695744396,2.096514031914361,1.8082429496398105,1.6895839863371298,1.0649167105750676,0.9372396539628132,0.9100037539298256,0.9371949292524926,0.9773050967902868,1.0082210960230988,1.0256168639596048,3.2697425649220824,2.8546940468868667,1.1340476004620226,0.8784181689603336,0.8281068321663747,0.8783343354165846,0.9551252522122716,1.0165097784660189,1.0518899516383349,2.0,False,60,1,17.700000000000006,36.25,126.5,1567.0,6777.300000000002,66320,3062.5333333333333
8,129.0,0.33,129.0,0.05062015503875969,2.0,11.0,1.0,4.0,0.25,0.07142857142857142,0.14285714285714285,0.21428571428571427,0.2857142857142857,0.35714285714285715,0.42857142857142855,0.5,0.5714285714285714,0.6428571428571429,0.7142857142857143,0.5822997674935899,0.00695000335661307,0.007856177676540567,0.021414154801396308,0.014328663727747484,0.013518897150606576,0.08850473630620752,0.07831661384717208,0.0006251360332851696,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.75,-0.3048138703140291,0.8645996365506678,0.09260628228483042,0.04314987309702645,0.0926062822848304,0.04314987309702645,0.16732363418687451,0.017252347878811358,0.32051367453553226,0.09894837598299927,0.3205136745355323,0.017252347878811358,0.16732363418687451,-58.31386994372736,-27.96853606724744,72.3261595596572,272.1634641407558,53.767603111375315,61.47273402949926,99.84285898228985,-55.278549058870404,226.60709149134732,-114.44048413655577,6.986297053396042,-59.41240134858451,6.0,0.052570808327079416,50.0,2.642857142857143,1.2551020408163265,1.8461538461538465,-0.3076923076923077,2.0,1.0,2.0,0.0,0.0,1.0,3.0,0.0,5.0,3.0,42.85714285714286,3.035504194410825,29.482439156640016,0.8814173819880401,-0.11208791208791212,15.65968318928902,-2.4212215881146677,-113.03728224097851,0.7324673034631508,1.9199601985011512,2.0,50.0,0.0,0.7507182411336302,-0.004803591502651359,19.476597880664748,0.5500313511275274,1.4931817828833482,24.0,992.3076923076924,2.229591836734694,0.4641401582624163,0.9181175884277258,2.0888395085492317,3.6734148320178384,4.8704416001869415,5.586945454427399,5.962161673873832,6.12567126182581,6.1632902737864494,1.6917118061695124,1.305160322793233,2.194383250853384,3.7580739019176566,4.9538058256257065,5.674788032786934,6.0550920839093285,6.222425486640551,6.262361377924934,2.066465971833533,1.6267952386890778,0.9276333122594256,0.6723595460389246,0.7931853025529123,0.9049810921625128,0.9946153559616978,1.056772595789369,1.0930372952627376,1.1095147717697371,2.6464627486214534,0.8605035620133928,0.4520673591496688,0.6291429241859551,0.8189907771716542,0.9892597063148147,1.1167683192114009,1.194730528835281,1.2310230287752522,0.0,False,272,1,24.1,42.0,221.0,1103.5,3434.4000000000005,74468,2752.7720588235293
9,2.0,0.015000000000000006,2.0,0.125,2.0,11.0,0.0,0.0,inf,0.07142857142857142,0.14285714285714285,0.21428571428571427,0.2857142857142857,0.35714285714285715,0.42857142857142855,0.5,0.5714285714285714,0.6428571428571429,0.7142857142857143,0.15540258018881267,1.547149951444639e-05,0.005285653254915551,0.003827500723235022,0.002413133159548368,0.0014821079528527482,0.0008988708017060269,0.000477120942492078,0.00015054039587289946,8.333333333333334,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,2.1666666666666683,0.5906430996167451,0.20070310466497668,0.4315106830647469,0.20070310466497668,0.4315106830647469,0.34007290405052737,0.1686898919482576,0.499355721667233,0.32123798742034954,0.4993557216672331,0.1686898919482576,0.34007290405052737,1.8988094255866208,-0.7019187080729868,-3.171734957536654,-7.508346677457231,-1.0906426132835614,-1.25324308279992,-1.3631148515128335,-0.8841954445353892,-1.7026258318461345,1.1384573770484776,1.251209931481264,0.2366401197060352,1.0,0.014518801367907959,41.66666666666667,0.14285714285714285,0.24489795918367346,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,1.0,0.0,35.714285714285715,0.3779644730092272,13.414213562373094,2.041241452319316,0.05274725274725277,18.768923483706146,-0.12297804319517265,-12.321631958091428,0.7956494629083453,2.1403215082318354,0.0,41.66666666666667,0.0,0.4049551274992108,-0.003204553636951124,14.717877244379745,0.008814947741202063,0.3499271061118826,1.0,15.384615384615385,0.12244897959183675,0.041005146586565816,0.04102179711563271,0.0668309510631632,0.12402262636190176,0.17311943837848345,0.2046549717270923,0.22240721584850626,0.23119403256041826,0.23446726481727884,0.35068805295706124,0.4079575094174971,0.39905455683255203,0.3693192897298439,0.3489126453976331,0.3413300283662428,0.33840886756343297,0.3355870014344998,0.3316035122505138,2.189792792970474,0.3482824836827555,0.4058898146683791,0.3934185599445171,0.34787228391588265,0.3029351319571452,0.27317124814277793,0.2550599772290453,0.2432446399003506,0.2344909189413968,0.12130068844022884,0.1647465416515311,0.15477816330881758,0.12101512591685247,0.09176969417389297,0.07462253081188315,0.06505559198408109,0.05916795484025125,0.05498599106598072,1.0,True,4,224,532.1,994.25,3181.5,20946.25,49447.90000000001,68449,18759.0
